A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,Y
3,3,0,6,4,1.4142,0,5,3.5355,3,5,1.4142,2,2,0,2,2,0,3,5,1.4142,12,2,7.0711,12.13,5.9565,5.6176,12.662,9.0676,21.257,11.268,28.429,28.612,20.98,28.612,20.98,29.5,10.596,21.467,3.45,V0
14,9,3.5355,15,14,0.70711,2,14,8.4853,4,14,7.0711,8,7,0.70711,8,7,0.70711,15,10,3.5355,13,14,0.70711,10.452,7.9677,3.3906,9.6719,10.147,22.544,12.25,25.817,23.925,19.075,23.925,19.075,28.904,9.8462,21.244,5.5,V1
10,11,0.70711,7,7,0,0,0,0,0,0,0,1,1,0,1,1,0,3,11,5.6569,9,6,2.1213,9.7073,6.3171,5.4706,10.838,0,0,0,0,28.762,21.524,28.762,21.524,29.129,9.5,19.667,10.033,V2
15,6,6.364,2,2,0,0,14,9.8995,0,14,9.8995,8,9,0.70711,8,9,0.70711,5,0,3.5355,2,4,1.4142,9.283,3.0943,1.6667,2.3333,12.203,22.672,12.231,25.262,28.9,21.9,28.9,21.9,25.065,13.419,19.395,7.1316,V3
12,7,3.5355,7,3,2.8284,4,12,5.6569,8,13,3.5355,11,11,0,11,11,0,15,6,6.364,9,10,0.70711,11.736,6.4023,5.2609,11.739,10.491,21.026,12.092,23.92,28.149,21,28.149,21,29.106,11.319,19.317,9.2333,V4
10,11,0.70711,8,6,1.4142,2,14,8.4853,4,16,8.4853,10,9,0.70711,10,9,0.70711,15,11,2.8284,13,14,0.70711,11.341,5.122,4.06,11.02,9.6897,20.874,10.942,24.942,23.857,19.416,23.857,19.416,27.139,11.389,22.155,3.3793,V5
0,0,0,0,0,0,0,9,6.364,12,9,2.1213,1,1,0,1,1,0,1,6,3.5355,1,2,0.70711,0,0,0,0,12.34,22.447,11.804,23.314,29.343,21.771,29.343,21.771,29.531,10.281,24.565,2.5652,V6
8,6,1.4142,10,3,4.9497,5,7,1.4142,7,12,3.5355,11,10,0.70711,11,10,0.70711,0,0,0,0,0,0,7.8864,5.1136,4.5192,10.154,10.258,21.606,11.172,24.81,26.262,22.429,26.262,22.429,0,0,0,0,V7
14,12,1.4142,15,14,0.70711,0,16,11.314,0,16,11.314,3,3,0,3,3,0,15,8,4.9497,11,12,0.70711,10.667,6.6667,4.4857,6.6857,15.548,23.387,15.567,23.633,21.722,17.361,21.722,17.361,27.431,11.052,20.204,7.0741,V8
12,6,4.2426,2,0,1.4142,0,4,2.8284,0,4,2.8284,12,12,0,12,12,0,6,6,0,7,12,3.5355,10.906,5.7188,2.6765,10.588,9.2093,24.07,11.65,27.75,26.027,20.808,26.027,20.808,21.04,14.16,18.919,6.4677,V9
0,0,0,3,6,2.1213,1,1,0,1,1,0,1,1,0,1,1,0,2,3,0.70711,4,0,2.8284,10.417,2.5417,2.8696,10.13,7.6667,21.556,10.611,28.778,29.731,21.385,29.731,21.385,29.909,11.864,19,2.25,V0
12,12,0,13,13,0,0,6,4.2426,0,6,4.2426,7,7,0,7,7,0,15,7,5.6569,13,14,0.70711,9,8.4286,6.7525,10.683,12.902,18.073,14.789,19.211,23.212,18.53,23.212,18.53,27.068,11.108,22.986,6.2192,V1
13,14,0.70711,6,11,3.5355,7,2,3.5355,2,2,0,14,10,2.8284,14,10,2.8284,15,1,9.8995,0,15,10.607,6.6818,2.7727,4.2576,10.955,10.806,16.806,15.2,17.2,27.41,20.721,27.41,20.721,25.689,14.556,16,16,V2
14,14,0,4,13,6.364,1,15,9.8995,1,15,9.8995,13,12,0.70711,13,12,0.70711,1,0,0.70711,9,10,0.70711,9.5,3.0769,8.381,12.976,11.688,22.313,13.068,25.322,29.633,21.8,29.633,21.8,28.2,11.85,20.417,4.3333,V3
10,10,0,15,3,8.4853,2,14,8.4853,11,16,3.5355,8,7,0.70711,8,7,0.70711,15,4,7.7782,13,14,0.70711,12.349,9.1111,5.2667,11.567,10.987,21.671,10.887,26.175,24.824,19.297,24.824,19.297,28.159,11.206,20.719,5.7978,V4
1,1,0,1,1,1.4142,4,7,2.1213,12,11,0.70711,8,8,0,8,8,0,5,7,1.4142,13,2,7.7782,12.621,5.8621,6.7143,12.607,10.244,22.289,10,27.973,27.253,20.278,27.253,20.278,30.317,10.537,22.116,2.3256,V5
0,0,0,0,0,0,0,10,7.0711,0,10,7.0711,1,1,0,1,1,0,3,0,2.1213,1,2,0.70711,15,2.5,0,0,12.302,22.907,11.87,23.652,29.579,20.895,29.579,20.895,28.871,11.226,22.286,2.6429,V6
12,12,0,14,6,5.6569,4,12,5.6569,6,16,7.0711,1,1,0,1,1,0,15,6,6.364,6,6,0,10.431,6.069,6.7045,11.591,10.697,20.697,11.943,23.906,17,16.25,17,16.25,25.657,11.522,18.286,13.071,V7
14,6,5.6569,15,14,0.70711,1,15,9.8995,1,15,9.8995,3,3,0,3,3,0,15,5,7.0711,11,11,0,11.083,5.6111,5.2857,6.1429,15.5,23.5,15.516,23.742,22.923,16.654,22.923,16.654,26.383,12.494,19.197,7.4605,V8
1,1,0,0,0,0,1,1,0,5,1,2.8284,8,11,2.1213,8,11,2.1213,12,4,5.6569,4,13,6.364,15.611,9.3889,0,0,14.75,29.875,9.9459,29.432,28.481,20.889,28.481,20.889,25.978,13.826,17.588,6.8529,V9
1,1,0,1,1,0,1,0,0.70711,5,1,2.8284,0,0,0,0,0,0,2,6,2.8284,2,0,1.4142,12.182,4.5909,4.8571,11.714,5.8571,20.857,11.111,30.167,28.75,20,28.75,20,30.792,10.875,21.615,2.0769,V0
2,2,0,7,14,4.9497,0,5,3.5355,0,5,3.5355,8,11,2.1213,8,11,2.1213,12,9,2.1213,8,9,0.70711,2.2,1.8,3.9273,9.2727,11.517,22.117,13.444,24.5,25.583,21.042,25.583,21.042,27.067,10.35,23.522,6.1522,V1
5,5,0,5,3,1.4142,5,4,0.70711,5,4,0.70711,12,8,2.8284,12,8,2.8284,5,12,4.9497,8,10,1.4142,7.381,5.8095,3.6935,9.6774,9.1277,22.489,11.686,25.143,27.231,22.077,27.231,22.077,25.271,10.854,24.841,4.7955,V2
9,7,1.4142,0,0,0,0,2,1.4142,3,2,0.70711,7,6,0.70711,7,6,0.70711,4,0,2.8284,2,2,0,11.167,4.4815,0,0,10.917,21.167,10.83,27.547,29,21.583,29,21.583,24.621,13.621,18.545,9.4091,V3
11,8,2.1213,15,8,4.9497,5,11,4.2426,11,11,0,12,12,0,12,12,0,15,2,9.1924,9,9,0,11.387,6.96,4.9636,11.455,11.934,21.525,12.367,23.5,27.5,21.02,27.5,21.02,26.418,12.073,19.245,10.306,V4
6,7,0.70711,1,2,2.1213,0,2,1.4142,11,5,4.2426,1,1,0,1,1,0,1,5,2.8284,12,10,1.4142,12.767,7.5,8.5556,13.389,10.593,20.153,11.222,25.444,29.533,21.767,29.533,21.767,30.481,10.259,21.531,2.9375,V5
2,2,0,0,0,0,0,14,9.8995,2,14,8.4853,1,1,0,1,1,0,2,2,0,2,2,0,13.95,2.4,0,0,11.31,22.17,13.569,25.139,30.233,22.163,30.233,22.163,28.657,11.571,20.476,4.4286,V6
11,3,5.6569,15,3,8.4853,1,15,9.8995,2,16,9.8995,14,14,0,14,14,0,0,0,0,1,9,5.6569,11.654,4.7308,3.7714,10.771,11.083,22.861,13.925,24.698,28.238,26.857,28.238,26.857,17,16,16.375,9.75,V7
15,9,4.2426,15,15,0,1,15,9.8995,1,16,10.607,8,8,0,8,8,0,15,1,9.8995,8,8,0,10.42,5.3704,3.4286,4.3571,15.27,24.351,15.231,24.718,25.104,19.582,25.104,19.582,26.119,12.61,18.512,8,V8
0,0,0,0,0,0,0,3,2.1213,0,3,2.1213,4,11,4.9497,4,11,4.9497,8,2,4.2426,4,5,0.70711,0,0,0,0,13.75,28.6,11.146,27.976,28.306,20.143,28.306,20.143,26.773,12.455,23.839,5.0323,V9
1,1,0,1,1,0,1,0,0.70711,10,1,6.364,1,1,0,1,1,0,0,8,5.6569,13,3,7.0711,12.591,6.3182,7.2857,11.786,11.333,26.222,8.7143,30.4,30.192,23.038,30.192,23.038,30.706,7.4706,22.263,2.7368,V0
13,11,1.4142,14,10,2.8284,2,14,8.4853,2,16,9.8995,8,8,0,8,8,0,4,6,1.4142,7,7,0,7.7778,4.1667,2.8,9.2667,12.256,22.698,12.585,25.132,26.043,19.783,26.043,19.783,27.688,11.125,18.895,12.316,V1
10,10,0,5,8,2.1213,0,0,0,0,0,0,2,3,0.70711,2,3,0.70711,2,2,0,6,3,2.1213,9.28,5,4.122,9.2195,0,0,0,0,30.146,22.585,30.146,22.585,27.273,12.455,18.6,11.8,V2
13,2,7.7782,1,0,0.70711,0,13,9.1924,6,13,4.9497,2,2,0,2,2,0,2,2,0,2,1,0.70711,9.8182,1.9394,1.3333,2.3333,12.365,22.423,11.5,25.987,28.976,21.049,28.976,21.049,27.853,11.706,20.179,4.9643,V3
9,4,3.5355,5,2,2.1213,4,8,2.8284,9,12,2.1213,9,10,0.70711,9,10,0.70711,15,13,1.4142,15,14,0.70711,12.696,7.7609,4.7358,11.868,8.94,20.84,10.271,27.288,25.264,20.038,25.264,20.038,28.381,10.286,22.164,7.2877,V4
2,2,0,4,9,3.5355,8,6,1.4142,9,14,3.5355,11,11,0,11,11,0,2,1,0.70711,2,2,0,10.628,3.2791,2.8542,10.438,8.0755,19.642,9.0566,26.113,25.943,21.271,25.943,21.271,29.057,10.971,21.545,3.0909,V5
6,6,0,14,5,6.364,0,15,10.607,0,15,10.607,11,11,0,11,11,0,15,2,9.1924,11,11,0,14.429,10.286,7.5965,12.772,14.511,23.213,14.523,23.682,29.079,21.289,29.079,21.289,28.946,11.108,20.034,6.2542,V6
10,5,3.5355,10,10,0,6,6,0,10,12,1.4142,7,6,0.70711,7,6,0.70711,0,0,0,0,0,0,8.9286,4.8036,4.3469,10.551,9.4625,19.95,10.63,24.648,26.796,23.224,26.796,23.224,0,0,0,0,V7
15,14,0.70711,12,15,2.1213,2,14,8.4853,3,16,9.1924,0,0,0,0,0,0,15,7,5.6569,12,12,0,10.188,4.2899,7.1176,8.1176,13.764,22.8,13.741,24.259,16.5,16,16.5,16,26.313,10.963,20.479,6.169,V8
1,1,0,0,0,0,0,2,1.4142,0,2,1.4142,8,11,2.1213,8,11,2.1213,12,3,6.364,5,13,5.6569,15.579,9.2105,0,0,14.889,30.111,9.973,29.73,28.379,20.69,28.379,20.69,26.022,13.844,17.757,6.4865,V9
1,1,0,2,1,0.70711,0,1,0.70711,0,1,0.70711,0,0,0,0,0,0,1,4,2.1213,1,0,0.70711,11.591,4.5909,4.2917,12.125,4.6154,19.385,16,31.5,29.8,21.35,29.8,21.35,30.55,10.65,21.789,1.8421,V0
14,12,1.4142,11,15,2.8284,0,7,4.9497,0,7,4.9497,2,2,0,2,2,0,4,7,2.1213,11,7,2.8284,9.6579,7.3684,5.2526,10.347,10.888,21.724,12.564,24.538,28,20.3,28,20.3,29.232,10.804,20.682,7.8636,V1
12,12,0,5,9,2.8284,13,2,7.7782,2,2,0,16,11,3.5355,16,11,3.5355,15,15,0,15,15,0,9.9512,6.439,4.9595,11.378,8.8182,16.932,15.2,17.2,28.597,22.506,28.597,22.506,27.269,10.144,23.286,7.7857,V2
3,3,0,4,2,1.4142,1,13,8.4853,6,14,5.6569,9,8,0.70711,9,8,0.70711,5,1,2.8284,2,3,0.70711,9.0857,2.2571,3.0952,5.2857,11.446,21.689,11.107,26.369,28.393,20.574,28.393,20.574,27.698,12.349,20.371,5.1714,V3
12,7,3.5355,15,6,6.364,5,11,4.2426,12,16,2.8284,11,11,0,11,11,0,15,6,6.364,11,11,0,11.385,6.1385,3.1316,10.5,11.195,21.244,10,26.182,26.47,20.788,26.47,20.788,27.741,11.556,20.622,9.9189,V4
3,3,0,5,3,1.4142,3,11,5.6569,5,11,4.2426,15,9,4.2426,15,9,4.2426,13,1,8.4853,1,1,0,9.5,3.0476,3.4792,10.833,10.692,22.066,13.016,24.403,27.554,21.069,27.554,21.069,26.353,12.912,20.393,4.0357,V5
5,5,0,4,3,0.70711,1,2,0.70711,1,2,0.70711,12,11,0.70711,12,11,0.70711,14,0,9.8995,8,10,1.4142,15,5.8462,7.6863,14.627,9.1515,16.576,15.6,17.2,25.822,20.667,25.822,20.667,26.154,12.487,19.608,5.0392,V6
11,8,2.1213,15,2,9.1924,3,13,7.0711,11,15,2.8284,16,15,0.70711,16,15,0.70711,1,1,0,3,12,6.364,11.309,4.5636,4.122,10.854,12.554,22.908,11.039,25.67,27.293,25.585,27.293,25.585,17.667,15.667,17.511,8.0889,V7
14,14,0,13,13,0,1,15,9.8995,1,16,10.607,0,0,0,0,0,0,15,8,4.9497,11,11,0,9.9194,5.3226,8.9643,10.429,13.674,22.419,13.912,24.294,19,16,19,16,25.814,11.557,20.61,6.4634,V8
0,0,0,0,0,0,1,2,0.70711,2,2,0,6,10,2.8284,6,10,2.8284,11,1,7.0711,5,7,1.4142,0,0,0,0,14.462,29.231,10.372,28.651,27.071,19.446,27.071,19.446,25.809,13.489,21.87,5.7609,V9
1,1,0,2,2,0,1,1,0,7,2,3.5355,1,1,0,1,1,0,3,4,0.70711,12,0,8.4853,11.6,5.6,5.027,12.162,7.0714,21.786,9.9706,30.441,27.619,20.524,27.619,20.524,30.222,10.556,21.074,1.8889,V0
12,10,1.4142,4,0,2.8284,1,12,7.7782,1,12,7.7782,7,8,0.70711,7,8,0.70711,15,7,5.6569,13,12,0.70711,8.2917,5,3.2131,10.377,10.064,22.987,12.215,25.8,24.984,19.29,24.984,19.29,27.653,11.042,22.19,6.7143,V1
1,1,0,12,10,1.4142,11,5,4.2426,4,4,0,16,15,0.70711,16,15,0.70711,13,13,0,14,15,0.70711,15.667,14.5,4.2097,10.726,8.6957,18.304,14.417,18.417,26.549,22.549,26.549,22.549,25.309,10.647,23.283,7.3208,V2
2,2,0,4,1,3.5355,0,14,9.8995,5,14,6.364,9,8,0.70711,9,8,0.70711,2,4,1.4142,2,2,0,10.25,2.9773,3.413,10.174,11.937,23.095,12.261,26.011,26.698,20.604,26.698,20.604,29.302,10.721,21.283,3.3478,V3
10,2,5.6569,2,2,0,3,7,2.8284,6,10,2.8284,9,8,0.70711,9,8,0.70711,10,0,7.0711,2,3,0.70711,11.132,3.2105,3.8571,11.214,11.372,24.186,10.818,27.727,26.222,20.691,26.222,20.691,25.026,14.282,18.31,7.8276,V4
13,12,0.70711,10,9,0.70711,7,9,1.4142,9,9,0,13,11,1.4142,13,11,1.4142,14,3,7.7782,10,11,0.70711,10.241,3.1481,3.8929,10.375,9.4301,19.731,12.108,21.595,26.675,20.61,26.675,20.61,26.138,12.552,20.46,4.7,V5
6,5,0.70711,0,0,0,0,13,9.1924,0,13,9.1924,12,11,0.70711,12,11,0.70711,2,1,0.70711,2,2,0,13.68,2.72,0,0,11.4,21.08,14.692,23.641,29.159,21.75,29.159,21.75,27.548,12.355,19.553,5.5263,V6
12,6,4.2426,15,7,5.6569,0,11,7.7782,0,11,7.7782,16,11,3.5355,16,11,3.5355,0,0,0,0,15,10.607,11.75,6.2794,3.9348,10.717,10.847,19.486,14.879,21.212,26.484,22.113,26.484,22.113,0,0,16,12,V7
12,10,1.4142,14,11,2.1213,3,13,7.0711,6,16,7.0711,0,0,0,0,0,0,15,9,4.2426,13,13,0,11.329,6.2911,5.9545,8.6818,12.842,22.123,12.246,24.8,16.5,16,16.5,16,27.32,10.28,20.606,6.1809,V8
6,6,0,11,6,3.5355,1,4,2.1213,1,4,2.1213,7,8,0.70711,7,8,0.70711,10,12,1.4142,10,11,0.70711,9.4615,8.9231,6.2836,10.657,12.581,23.306,13.383,25.191,26.212,21.423,26.212,21.423,27.056,9.3148,24.096,4.9231,V9
1,1,0,2,0,1.4142,1,2,0.70711,1,2,0.70711,1,1,0,1,1,0,2,7,3.5355,1,1,0,11.828,5,3.8276,11.931,9.7692,24.269,10.879,27.424,29.471,22.118,29.471,22.118,30.556,10.139,22.629,2.2,V0
8,8,0,9,11,1.4142,0,8,5.6569,0,8,5.6569,2,2,0,2,2,0,7,9,1.4142,5,6,0.70711,8.1875,6.6875,5.5495,10.868,12.158,20.877,14.583,23.306,27.413,20.087,27.413,20.087,28.573,10.373,25.6,3.7714,V1
9,8,0.70711,14,5,6.364,9,7,1.4142,7,7,0,16,8,5.6569,16,8,5.6569,11,0,7.7782,11,15,2.8284,11.2,11,4.6875,11.021,9.3542,19.438,13.278,19.5,28.651,22.111,28.651,22.111,22.971,13.882,22.368,7.0877,V2
2,3,0.70711,3,2,0.70711,0,11,7.7782,9,11,1.4142,2,2,0,2,2,0,4,0,2.8284,2,4,1.4142,9.26,2.22,2.1111,3.2222,11.873,23.113,11.188,27.052,28.314,20.627,28.314,20.627,28.133,11.911,20.643,4.7143,V3
13,11,1.4142,15,8,4.9497,0,14,9.8995,0,14,9.8995,13,13,0,13,13,0,9,0,6.364,0,15,10.607,9.9848,6.8636,4.5,10.64,11.455,21.879,12.836,23.364,27.382,20.618,27.382,20.618,25.556,14.926,16,14,V4
3,3,0,6,4,1.4142,2,11,6.364,4,13,6.364,11,8,2.1213,11,8,2.1213,3,1,1.4142,1,3,1.4142,11.292,4.6042,5.697,11.909,12.013,21.933,12.507,25.174,26.524,20.952,26.524,20.952,28.944,11.472,21.275,3.175,V5
1,1,0,2,1,2.1213,2,14,8.4853,2,14,8.4853,14,14,0,14,14,0,13,0,9.1924,9,11,1.4142,15.667,15.333,14.143,15.714,10.815,20.988,14.794,25.059,26.731,21.129,26.731,21.129,24.833,13.286,20.434,5.2075,V6
10,6,2.8284,1,3,2.8284,2,14,8.4853,10,16,4.2426,11,11,0,11,11,0,0,0,0,2,11,6.364,11.882,4.5686,5.3333,11.455,12.357,23.214,10.9,26.744,27.523,23.614,27.523,23.614,17,16,16.971,8.7143,V7
13,6,4.9497,3,2,0.70711,0,0,0,0,0,0,2,3,0.70711,2,3,0.70711,15,10,3.5355,11,11,0,9.9552,4.2687,3.0625,5,0,0,0,0,18.4,17.1,18.4,17.1,26.763,8.5263,20.228,7.1646,V8
0,0,0,8,5,2.1213,0,6,4.2426,0,6,4.2426,11,11,0,11,11,0,11,14,2.1213,10,11,0.70711,0,0,7.2656,12.266,13.559,18.676,14.947,20.053,26.851,21.94,26.851,21.94,25.132,10.105,23.796,4.8704,V9
2,2,0,4,0,2.8284,0,2,1.4142,7,2,3.5355,1,1,0,1,1,0,2,5,2.1213,1,1,0,11.073,4.6098,3.9333,11.444,6.5652,20.652,9.9474,30.5,28.935,20.968,28.935,20.968,30.125,11.031,21.417,2.6111,V0
7,7,0,11,9,1.4142,1,7,4.2426,1,7,4.2426,4,6,1.4142,4,6,1.4142,8,11,2.1213,5,6,0.70711,7.4091,6.4545,5.3412,10.235,12.566,21.113,14.361,23.028,27.643,20.643,27.643,20.643,28.554,10.048,26.034,3.8276,V1
4,4,0,12,15,2.1213,4,1,2.1213,2,1,0.70711,12,6,4.2426,12,6,4.2426,14,10,2.8284,0,0,0,3.1,2.4,6.4063,9.6563,12.941,16.941,15.2,17.6,25.811,19.849,25.811,19.849,27.266,11.696,0,0,V2
11,3,5.6569,5,14,6.364,1,14,9.1924,11,15,2.8284,1,1,0,1,1,0,3,2,0.70711,2,2,0,9.2826,2.8261,10.176,14.059,10.916,20.771,10.805,26.747,28.459,20.459,28.459,20.459,28.231,12.179,20.111,5.7037,V3
12,4,5.6569,14,3,7.7782,6,10,2.8284,10,11,0.70711,14,11,2.1213,14,11,2.1213,15,0,10.607,5,5,0,10.912,4.2281,3.6829,10.415,10.848,21.121,12.018,22.491,25.779,20.571,25.779,20.571,24.339,13.339,17.667,10.152,V4
3,3,0,3,1,2.8284,0,13,9.1924,0,13,9.1924,11,6,3.5355,11,6,3.5355,12,8,2.8284,13,1,8.4853,10.977,4.6512,3.7568,10.649,12.386,24.068,11.806,26.97,25.684,18.456,25.684,18.456,29.356,11,21.894,2.5106,V5
2,3,0.70711,2,1,0.70711,1,14,9.1924,1,14,9.1924,1,1,0,1,1,0,3,2,0.70711,2,2,0,11.459,2.3784,5.4348,15.174,10.679,21.226,12.426,24.796,29.342,20.947,29.342,20.947,29.211,11.263,20.95,3.7,V6
11,5,4.2426,14,4,7.0711,3,13,7.0711,7,16,6.364,10,10,0,10,10,0,0,0,0,1,8,4.9497,11.667,5.6806,4.7895,10.947,12.299,22.91,11.978,25.565,27.194,23.333,27.194,23.333,17,16,16.421,11.211,V7
14,9,3.5355,15,13,1.4142,0,16,11.314,1,16,10.607,11,3,5.6569,11,3,5.6569,11,6,3.5355,11,12,0.70711,10.99,6.297,6.6061,8.0909,14.75,22.946,14.865,24,25.36,16.76,25.36,16.76,26.91,12.09,19.707,7.3171,V8
1,1,0,14,9,3.5355,0,16,11.314,1,16,10.607,11,11,0,11,11,0,10,0,7.0711,12,14,1.4142,15.625,14,4.3382,11.515,9.9242,22.47,12.083,27,25.702,19.69,25.702,19.69,21.474,15.526,21.108,6.7973,V9
3,3,0,5,3,1.4142,0,7,4.9497,1,7,4.2426,3,3,0,3,3,0,5,6,0.70711,12,4,5.6569,11.75,6.1346,4.3143,11.171,9.4675,23.169,12.016,27.188,26.773,20.409,26.773,20.409,29.32,10.62,21.343,3.8209,V0
8,8,0,12,12,0,0,9,6.364,0,9,6.364,5,6,0.70711,5,6,0.70711,8,8,0,5,6,0.70711,7.0667,6.6,5.9278,9.9485,13.776,21.429,14.629,23.2,26.969,20.646,26.969,20.646,28.207,10.354,25.806,3.6774,V1
15,15,0,8,15,4.9497,7,4,2.1213,4,4,0,15,5,7.0711,15,5,7.0711,15,8,4.9497,2,2,0,4.5,4.1667,3.9688,10.438,10.26,17.74,14.583,18.333,27.589,21.054,27.589,21.054,26.638,11.638,17,15,V2
14,5,6.364,4,4,0,0,15,10.607,2,15,9.1924,11,10,0.70711,11,10,0.70711,3,2,0.70711,1,1,0,8.8182,3.0909,2.6667,2.8333,12.511,23.125,12.216,25.351,28.018,20.782,28.018,20.782,28.447,12.263,19.654,6.5,V3
11,3,5.6569,3,3,4.2426,4,11,4.9497,11,11,0,13,11,1.4142,13,11,1.4142,14,2,8.4853,4,6,1.4142,11.1,3.54,3.0286,9.9714,11.397,22.345,11.559,24.265,25.338,20.292,25.338,20.292,24.613,13.516,18.053,9.1579,V4
3,3,0,7,7,0,8,4,2.8284,12,8,2.8284,5,5,0,5,5,0,4,5,0.70711,2,2,0,10.034,2.9828,3.9367,10.481,9.1,20.52,11.733,22.4,28.651,20.442,28.651,20.442,29.543,11.435,20.644,3.7778,V5
2,2,0,0,0,0,0,10,7.0711,0,10,7.0711,7,7,0,7,7,0,1,1,0,1,1,0,11.905,2.7143,0,0,12.279,24.837,12.93,25.837,28.793,21.931,28.793,21.931,27.4,11.85,20.632,4.4737,V6
11,6,3.5355,14,3,7.7782,2,14,8.4853,4,16,8.4853,12,12,0,12,12,0,0,0,0,2,6,2.8284,11.415,4.4717,4.3939,10.485,12.74,23.48,11.859,26.91,27.821,24.893,27.821,24.893,17,16,16.556,8.7407,V7
14,10,2.8284,15,14,0.70711,0,13,9.1924,0,13,9.1924,1,1,0,1,1,0,7,10,2.1213,12,13,0.70711,11.117,5.8738,5.68,7.04,15.462,21.269,15.609,21.913,21,16.25,21,16.25,27.946,10.429,20.366,5.8171,V8
3,3,0,3,3,0,3,5,1.4142,7,8,0.70711,2,2,0,2,2,0,8,0,5.6569,6,11,3.5355,3.4615,2.2308,2.1395,9,9.9762,23.167,10.517,27.667,26.358,18.906,26.358,18.906,24.778,14.5,20.515,5.9265,V9
2,2,0,6,7,0.70711,0,4,2.8284,3,4,0.70711,1,1,0,1,1,0,2,5,2.1213,5,1,2.8284,10.741,3.5185,3.8,11.017,8.5424,21.22,11.574,28.915,28.59,20.897,28.59,20.897,29.524,10.476,21.063,3.4583,V0
11,11,0,14,12,1.4142,0,8,5.6569,0,8,5.6569,10,13,2.1213,10,13,2.1213,12,3,6.364,9,9,0,8.3208,6.2642,5.5976,10.024,14.75,19.464,15.19,20.429,27.983,21.603,27.983,21.603,26.547,11.755,22.655,6.2586,V1
11,11,0,10,10,0,0,0,0,0,0,0,1,1,0,1,1,0,6,11,3.5355,8,5,2.1213,9,5.8333,5.1346,8.1346,0,0,0,0,26.304,20.261,26.304,20.261,27.918,9.8852,19.389,10.833,V2
0,0,0,1,0,0.70711,1,10,6.364,1,10,6.364,13,9,2.8284,13,9,2.8284,2,0,1.4142,2,1,0.70711,9.9615,1.5769,2,3,14.414,21.828,14.464,21.964,29.367,22.306,29.367,22.306,27.833,11.833,20.72,4.28,V3
10,9,0.70711,11,2,6.364,7,9,1.4142,14,16,1.4142,9,9,0,9,9,0,15,8,4.9497,13,14,0.70711,12.089,10.156,6.377,11.705,9.4643,19.429,9.1818,24.218,24.304,19.911,24.304,19.911,27.302,11.233,21.471,6.8736,V4
10,4,4.2426,8,7,0.70711,2,8,4.2426,7,10,2.1213,10,8,1.4142,10,8,1.4142,3,2,0.70711,9,3,4.2426,10.783,3.7167,4.194,11.299,10.676,22.169,11.699,26.959,27.145,22.447,27.145,22.447,26.97,12.182,20.457,3.8261,V5
0,0,0,12,0,8.4853,2,11,6.364,3,11,5.6569,10,8,1.4142,10,8,1.4142,2,0,1.4142,1,1,0,10.25,1.1875,6,16,10.127,21.62,13.159,24.818,29.825,22.2,29.825,22.2,27.917,12.125,20.364,4.5455,V6
9,8,0.70711,11,2,6.364,6,3,2.1213,10,9,0.70711,2,2,0,2,2,0,0,0,0,0,0,0,11.087,5.1957,5.2059,11.324,10.878,21.918,9.1719,26.156,26.286,21.107,26.286,21.107,0,0,0,0,V7
14,8,4.2426,15,14,0.70711,1,15,9.8995,1,16,10.607,0,0,0,0,0,0,9,7,1.4142,12,12,0,11.225,5.7451,7.8182,8.8636,14.36,22.7,14.467,23.711,23.5,16,23.5,16,27.091,11.788,19.743,6.5135,V8
13,13,0,13,13,0,0,8,5.6569,0,8,5.6569,1,1,0,1,1,0,2,1,0.70711,5,10,3.5355,7.6538,5.9615,7.1373,8.8235,14.471,20.118,14.962,21.115,29.559,21.706,29.559,21.706,26.057,13.34,20.98,6.0612,V9
5,5,0,5,2,2.1213,0,3,2.1213,4,3,0.70711,2,2,0,2,2,0,4,2,1.4142,2,3,0.70711,11.145,5.0727,4.3378,10.581,7.3333,21.833,10.783,29.174,28.878,21.653,28.878,21.653,28.771,10.896,21.455,3.2182,V0
13,13,0,14,15,0.70711,0,7,4.9497,0,7,4.9497,4,10,4.2426,4,10,4.2426,9,4,3.5355,7,7,0,7.7292,6.2917,6.94,8.6,14.864,19.273,15.375,20.375,27.865,20.486,27.865,20.486,27.629,11.177,24.659,4.439,V1
14,14,0,6,13,4.9497,8,5,2.1213,5,5,0,16,12,2.8284,16,12,2.8284,12,12,0,12,13,0.70711,8.0526,2.8421,3.4035,10.439,10.453,18.469,14.333,19.333,26.427,21.44,26.427,21.44,25.012,11.783,24.036,6.8929,V2
13,3,7.0711,3,0,2.1213,0,13,9.1924,0,13,9.1924,6,7,0.70711,6,7,0.70711,3,0,2.1213,3,2,0.70711,9.5532,2.5106,2.3125,7.6563,13.04,23.56,13.247,24.658,29.304,21.911,29.304,21.911,25.452,12.903,19.528,6.0833,V3
7,7,0,2,2,0,7,9,1.4142,12,16,2.8284,10,10,0,10,10,0,15,8,4.9497,13,13,0,13.613,11.71,7.7627,12.864,9.2687,19.701,9.2075,24.283,24.642,20.074,24.642,20.074,27.885,10.962,21.591,7.2258,V4
